Year,State,County,loc_ID,x,y,e_1_1,e_1_2,e_1_3,e_1_4,e_1_5,e_1_6,e_1_7,e_1_8,e_2_1,e_2_2,e_2_3,e_2_4,e_2_5,e_2_6,e_2_7,e_2_8,e_3_1,e_3_2,e_3_3,e_3_4,e_3_5,e_3_6,e_3_7,e_3_8,e_4_1,e_4_2,e_4_3,e_4_4,e_4_5,e_4_6,e_4_7,e_4_8,s_1_1,s_1_2,s_1_3,s_1_4,s_1_5,s_1_6,s_1_7,s_1_8,rs_1_1,rs_1_2,rs_1_3,rs_1_4,rs_1_5,rs_1_6,rs_2_1,rs_2_2,rs_2_3,rs_2_4,rs_2_5,rs_2_6,rs_3_1,rs_3_2,rs_3_3,rs_3_4,rs_3_5,rs_3_6,rs_4_1,rs_4_2,rs_4_3,rs_4_4,rs_4_5,rs_4_6,rs_5_1,rs_5_2,rs_5_3,rs_5_4,rs_5_5,rs_5_6,yield
2020,INDIANA,MONTGOMERY,45,-86.89285567,40.04088755,81.8,30.4,21.1,7.8,2.8,59.7,75.5,105.5,122.5,67.1,76.2,125.7,75.6,98.8,70.7,113.5,20,7.6,6.7,4.7,4.3,12.3,16,22,6.3,-2.6,-1.9,-4,-5.3,1,3.2,9.1,59,91.2,100.7,100.7,100.7,100.7,92.4,94.7,14634.75,14671,15160.5,15152.75,15162.5,14786,13825.75,13914,14506.25,14627.25,14486.75,14204.75,777.5,583,726.25,582.75,586.25,660.75,2874.25,3037,3414.75,3690,3592,3382.5,1424.25,982.5,1403.75,1206,1165.75,1091.25,73.9
2021,INDIANA,MONTGOMERY,45,-86.89285567,40.04088755,71.9,54.4,12.7,0.8,0,65.7,83,115.5,105.4,87.9,49.7,52,50.3,89.5,65.1,116.4,18.5,13.4,5.1,2.9,-0.1,13.3,17.7,22.1,5.2,3.1,-3.3,-5.7,-9.7,2,4.9,9.2,45.5,74.6,93,97.6,97.6,100.7,79.5,74.5,14580,14675.25,15205.25,15080.75,15001.75,15028.75,13801.25,13760.75,14541,14570.25,14550.25,14363.5,791.5,875.5,710.25,525.75,510.25,612,3236.5,3395.75,3164,3590.25,3556.5,3143.25,1467.75,1206.25,1323,817,897,1047.25,78.5
2003,INDIANA,MORGAN,46,-86.44486091,39.48141472,61.9,36,6.3,0,0,48.4,80.9,98,80.2,55.8,82,35.4,95,69.4,69.4,159.6,16.91,9.31,4.13,-1.2,0.73,11.98,17.78,20.97,6.13,-0.02,-3.54,-9.97,-7.83,-0.32,5.94,10.47,33.8,50.9,77.3,77.3,77.3,84.6,71.7,84.6,14846,14769.5,15241.75,15280.5,15255.25,14898.25,13818.25,14051.25,14536.25,14594.5,14594.25,14289.25,1091.5,1884.5,1039.25,863,1017.75,940,2416,3696.25,3198.75,2763.75,3105,2677,1674.25,2002.25,1445.25,1260.5,1569.75,1376.5,50
2004,INDIANA,MORGAN,46,-86.44486091,39.48141472,67.5,40.9,15.7,0,3,49.5,75.8,111.9,64.1,113.6,77.5,110.9,21.8,94.3,45.4,186.7,18.51,13.53,5.13,0.81,4.5,12.08,18.02,24.38,5.46,3.18,-2.76,-8.4,-5.64,1.85,5.99,13.37,78,84.6,84.6,84.6,84.6,84.6,51.9,84.6,14768.5,14972.75,15174,15235.75,15060.75,15042.5,13933.5,14199,14574.75,14578.5,14496.25,14429.75,1063,1042.25,1001.25,969.25,1067.5,901.5,2628.25,2987,3431.5,3191.5,3049.5,2633.5,1619.5,1510,1471.75,1444,1569.25,1331.25,51
2005,INDIANA,MORGAN,46,-86.44486091,39.48141472,72,38.8,3.2,1,16.7,48.7,94.5,111.5,115.2,115.4,60,167.4,60.4,53,95,86.8,18.96,12.49,4.57,3.18,6.25,8.3,18.45,21.65,7.27,3.56,-4.84,-4.78,-3.25,-2.2,6.03,8.62,65.4,84.6,84.6,84.6,84.6,84.6,84.6,55.5,14848.75,15165.75,15459.25,15384.75,15267.25,15107.75,13892.5,13918.25,14626.25,14766.75,14611,14526.75,970,1130.5,1044.25,1095.5,729.5,902,2336.5,2994,2757,2854,2970.5,2403.25,1418.25,1621,1583,1600,1209.75,1322,55
2006,INDIANA,MORGAN,46,-86.44486091,39.48141472,38.1,51.8,0,26.7,4.7,49.4,100.9,111.1,35.4,102.9,70.7,86.8,43.9,164.2,119.8,126.9,19.14,13.21,1.54,8.47,4.97,10.2,19.66,21.43,7.28,0.99,-6.07,-0.65,-5.57,-0.02,7.17,10.28,16.1,62,62,84.6,84.6,84.6,84.6,84.6,14830.75,14848.75,15308.5,15361.75,15165.75,14904.5,13916,14405.5,14700.75,14790.25,14526.5,14403.25,1088.5,1794,956,879.5,983.25,763,2555,3579.75,2935.75,3000.25,2849.5,2405,1626.75,1471.75,1425.75,1380.5,1459,1085,59
2007,INDIANA,MORGAN,46,-86.44486091,39.48141472,67.8,38.9,29.6,4.9,0,53.9,90.5,89.6,136.7,93.2,151,118.4,78.2,106.3,96.8,38.1,16.64,12.4,8.34,4.35,-1.34,14.72,15.99,25.75,4.77,2.03,-1.35,-3.86,-11.14,3.28,4.33,12.45,84.6,84.6,84.6,84.6,84.6,84.6,84.6,31.1,14776.5,15197.5,15303,15329.75,15269.75,15095.5,13674.25,14157,14571.75,14671.75,14663.5,14596.75,1043.75,927.5,960.25,903.5,877.75,931.25,2516.25,2851.5,2795.5,3360,3155.75,2793,1602,1366.25,1402.25,1405,1359.5,1395.75,61
2008,INDIANA,MORGAN,46,-86.44486091,39.48141472,83.5,49.3,14.7,0,1,47.1,84.4,118.3,87.6,56,135.1,66.6,120.4,200.9,73,169.9,22.16,11.7,5.3,2.87,2.84,9.14,17.63,20.88,9.9,0.77,-2.62,-7.07,-6.15,-0.68,5.44,9.23,11.3,15.3,84.6,84.6,84.6,84.6,73.9,84.6,14893.75,14912.25,15299.5,15296.5,15282.25,14945,13831.75,14096.5,14698.5,14640.5,14581,14306.25,1205.5,964.25,989.25,928.25,890,913.75,2332.25,2574.75,2870.25,3623.5,2999,2923.75,1834.5,1404,1476.25,1427,1343.75,1308.75,64
2009,INDIANA,MORGAN,46,-86.44486091,39.48141472,54.9,41.9,3.4,0,9.1,68,89.6,118.7,52.8,57.8,143.8,44.9,64.8,54,162.2,168,19.54,10.31,4.82,-0.38,5.9,13.4,17.27,22.75,5.87,-0.11,-5.65,-10.21,-4.73,1.24,5.89,11.15,16.6,29.6,55.6,55.6,84.6,84.6,84.6,84.6,14792.5,15114,15231,15224.5,15192,14906,13675,14080.25,14646.75,14646.5,14577,14336.25,1110.75,1105,1070.25,985.5,1125,839.25,2411.25,3030.25,3262.75,3229.25,3111.5,2483.5,1629.5,1570.5,1454.25,1533.5,1607.25,1266.75,53
2010,INDIANA,MORGAN,46,-86.44486091,39.48141472,64.1,38.7,4.2,0,0,52.7,95.8,114.2,165.1,32.4,88.3,40.7,38.2,80,73.3,130.1,15.86,13.83,3.69,-0.34,0.48,12.53,21.08,23.76,5.41,3.08,-4.12,-7.84,-7.46,1.25,7.87,13.04,84.6,76.7,84.6,84.6,84.6,84.6,58.4,67.8,14817.25,14909,15207,15253,15231.5,15036.75,14059.75,14374,14544.25,14785.25,14773.25,14310,1049.5,1167.75,744.5,1214.5,1030.25,1058.75,2692.5,3169.5,3019.75,3310.25,2742,2700.25,1489.25,1494,1029.75,1401.5,1522.25,1480.25,52.3
2011,INDIANA,MORGAN,46,-86.44486091,39.48141472,29.8,53.6,0,0,6.1,55.3,87.1,97.7,27.6,127.2,40.2,42.9,117.5,103.7,223.4,154.8,21.73,13.42,0.33,-0.44,5.24,10.87,18.8,22.35,6.32,0.3,-6.95,-8.39,-4.97,0.9,6.84,11.9,14.8,82.1,82.1,82.1,84.6,84.6,84.6,84.6,14654.25,15001.25,15100.5,15415.25,15294.75,14842,13722,14333.75,14710,14853.5,14761.5,14313.75,1105.75,1140.5,1045.75,1464.5,902.5,769.75,2576.25,2916.25,3355.25,3649.75,3177,2584,1615.75,1554.5,1451.5,1920.5,1335.25,1115,54
2012,INDIANA,MORGAN,46,-86.44486091,39.48141472,76.9,49.9,26.7,9.3,28.7,76.7,92.3,111.9,78.5,159.1,134,87.1,39.8,94.6,72.6,84.5,19.22,14.03,7.35,5.58,7.25,17.84,18.64,26.41,5.88,3.79,-0.86,-4.38,-2.73,5.76,5.62,13.6,60.5,84.6,84.6,84.6,84.6,84.6,61.2,29.7,14742,15069.5,15393.5,15542.5,15343.5,14952,13927.25,14452.5,14680.75,14885.5,14648.75,14293,915.5,1101.75,1078.75,1025.5,822.75,911.75,2630.75,3349.75,2979.75,3210.75,2418,2934,1341.25,1342.25,1570,1536.5,1306.75,1350,59
2013,INDIANA,MORGAN,46,-86.44486091,39.48141472,70.9,41,22.3,1.8,2.6,36.3,81.8,109.9,87.2,33.4,100.3,112.1,53.6,75.9,156.4,109.4,17.16,12.42,7.85,4.22,4,6.39,17.27,23.54,5.9,-0.05,-0.04,-5.23,-5.41,-2.42,5.08,12.57,84.6,75.4,84.6,84.6,84.6,84.6,84.6,78.7,14714,14858.5,15270.75,15270.75,15219.75,15109.25,13801.75,14236.5,14547,14657.5,14661,14422.5,939.25,1049,922.5,877.5,909.25,868,2191,2734,3340.75,2853.5,2742.5,2675.5,1451.25,1372.5,1417,1320,1380,1335.75,63.2
2014,INDIANA,MORGAN,46,-86.44486091,39.48141472,66.3,43.4,3.9,0,0,48.5,98.9,120.2,140,67.3,121.6,58.1,69.1,61.6,155.9,115.1,18.98,9.79,4.21,-0.07,0.46,8.63,18.4,23.64,6.78,-0.59,-4.51,-11.38,-9.61,-3.75,5.88,11.74,84.6,84.6,84.6,84.6,84.6,84.6,84.6,73.8,14757.5,15057,15244.5,15105.75,15209,14901.75,13797.75,14441.75,14650,14609.75,14563.75,14189.5,1095,899.5,1006.5,864,989,937.75,2414.25,2955,3649,3451.75,3210,2948.75,1646,1351.5,1425.75,1310.5,1381.5,1357.75,77.4
2015,INDIANA,MORGAN,46,-86.44486091,39.48141472,70.2,37.1,17,0,0,48.8,91.2,102.8,86.7,63.7,73,48.2,58.2,114.4,138.7,75.5,18.41,7.85,5.41,1.91,-1.26,9.61,18.48,24.74,6.94,-2.18,-1.6,-7.66,-11.89,-1.41,6.46,13.14,33.1,56,84.6,84.6,84.6,84.6,84.6,53.5,14819.25,15131,15073.25,15169,15150.25,15032.25,13927.5,14139.25,14601.25,14720.5,14625.25,14420,1088.25,964.25,1079.75,1169.75,1122.25,730.5,2487.75,2832,3438.75,3322.75,3031.5,2746,1665.75,1399,1386.5,1600.25,1454.75,1168.25,67
2016,INDIANA,MORGAN,46,-86.44486091,39.48141472,72.9,52,32.1,0.9,17.3,58.9,96.2,108.7,72.8,91.1,146.2,33.1,77.5,122.6,103.6,105.3,19.78,14.65,10.93,3.2,6.2,14.4,18.1,22.1,7.33,3.28,2.6,-6.6,-3.9,3.8,5.5,10.7,20.2,54.7,84.6,84.6,84.6,84.6,84.6,75.9,14550.75,15064,15413,15245.25,15146.25,15051.5,14037.25,13905.75,14683,14796.25,14674,14578.5,1014.75,816.25,1021,1007.5,995,802.5,2295.5,2967.75,3227.25,2978,3227.75,2493,1485.75,1261.75,1488.25,1235.25,1373.5,1173,59.5
2017,INDIANA,MORGAN,46,-86.44486091,39.48141472,60.7,45.9,3.8,13.2,38.5,62.2,101,122.1,51.2,51.7,87.1,88,45.1,110.6,140.8,146.3,22.4,14.9,3.8,5.9,11.6,11.9,21,22.6,9.8,2.7,-4.3,-2.1,-0.3,1.3,8.9,11.2,26.4,29.6,46.7,84.6,84.6,84.6,84.6,84.6,14791.25,15038.25,15327.75,15292.75,15139.25,15142,13980.5,14011.5,14551,14636,14531.75,14546.5,975.25,889.5,768.25,805.25,989,1043,2506.25,3039,2601.25,3255.25,3335.25,2606.25,1465.75,1291.75,1169.75,1280.5,1500.25,1466.25,61
2018,INDIANA,MORGAN,46,-86.44486091,39.48141472,67.5,45.1,2.2,0,21.3,55.4,80.9,116.3,104.9,92.6,45.4,48,161.4,102.7,98.9,110.4,20.1,12,4,1.7,7.9,8.8,14.1,27.3,8.4,1.3,-5.6,-8,-2.6,-1.2,2.2,15.3,57,84.6,84.6,84.6,84.6,84.6,84.6,73.1,14612.5,15343.25,15434,15356.5,15346.25,15087.25,13666.5,14290.5,14649.5,14825.75,14769.75,14440,1454,886,1147.5,866.75,1010.25,619.75,2561.75,2841,3140.75,2853,2868.25,2058.5,1834.75,1389.5,1682,1358.25,1403,841.25,65
2019,INDIANA,MORGAN,46,-86.44486091,39.48141472,64.8,32.5,24.3,0.9,16.8,50.8,78.8,99.4,79.4,115.4,126.5,97.1,102.3,103,141.1,154.7,19,7.6,7.4,3,6.7,9.1,18.2,24.1,7.3,-0.6,-1.7,-6.4,-3.6,-2,5.8,11.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,14650.25,15030.5,15339.75,15292.5,15149.5,15021.75,13665.25,13651.5,14467.75,14806.5,14555.75,14585.5,1069.25,995,1092.75,880.75,987.25,773.25,2438.25,3108,3267.75,3480.75,2882.75,2740.5,1620.25,1435.75,1487.75,1415.25,1187.25,1166.5,70
2020,INDIANA,MORGAN,46,-86.44486091,39.48141472,83.7,36,25.7,19.5,9.2,65.1,72.3,101.1,108.6,90.8,89.4,122.5,86.5,122.8,62.7,131.6,20.6,8.4,7.7,5.9,5.5,13.1,16.1,21.6,7.4,-2,-1.4,-3.2,-4.5,2,3.9,9.6,50.4,84.6,84.6,84.6,84.6,84.6,71.9,84.6,14745.5,14968.25,15351.75,15367.75,15252,14972.25,13754.25,13859.5,14672.5,14727.5,14679.75,14280,1024.5,1038,904.75,796.75,852,883.25,2395,3027.75,3203.25,3396,2988.25,2880,1438.25,1462,1407.5,1253.75,1334.5,1305.75,62.4
2021,INDIANA,MORGAN,46,-86.44486091,39.48141472,73.4,56.5,17,1.6,0,67.5,90.7,104.6,99.5,118.5,53.3,62.9,67.4,93.7,85.7,93.3,19.1,14.2,5.7,3.8,1.6,13.7,17.8,21.8,6.2,3.6,-3.1,-5.3,-8.4,2.6,5.6,9.8,35.5,84.6,84.6,84.6,84.6,84.6,75.3,59.4,14752,14763.5,15313.25,15263.25,15296.5,15163.75,14013.5,14003.5,14684,14747.75,14764.75,14531.5,1087.5,1123.5,930.75,1020.25,815.75,952,2629.5,2981.5,3073,2796.5,2772,2683,1618.25,1428.25,1360.75,1161.75,1331,1403.75,78
2003,INDIANA,NOBLE,47,-85.41859531,41.39931361,43.6,28.7,0.8,0,0,29.4,80.9,89,44.2,55.9,46.9,24.7,33,52.3,70.6,165.2,14.56,7.05,1.85,-3.41,-1.33,8.05,15.06,19,3.86,-0.91,-5.83,-11.44,-10.5,-3.91,2.5,7.9,9.2,33.4,35.6,35.6,35.6,66.5,66.5,66.5,15046.5,15044,15393,15031.75,14963.25,14800.25,13783,14026.25,14348,14477.75,14449.25,14070.75,1015.5,1049,808,305.25,342,713.75,1844.25,2105.75,3148.5,5157,4300.75,2889.5,2801.75,3076.75,2365.5,838.5,764.75,1189,70
2004,INDIANA,NOBLE,47,-85.41859531,41.39931361,59.5,30.3,2.5,0,0,35.3,60.9,99.8,58.1,89.8,71.6,49.8,17.1,76.2,17.4,155.2,16.34,10.65,2.98,-2.94,1.59,8.97,16.53,22.05,3.59,1.52,-4.05,-11.3,-8.19,-0.1,3.57,10.24,62.1,66.5,66.5,66.5,66.5,66.5,24.5,66.5,14798.25,15188.5,15060,14946.75,14856.25,14859.25,13740.5,14239.5,14431.5,14507.5,14305.5,14165.75,1353.75,1202,1353.5,488.5,382,597,2403.75,2449.5,3563.75,4380.5,5181.75,3193.25,3091.5,3041.5,1820,1108.25,874,1030.75,55.5
2005,INDIANA,NOBLE,47,-85.41859531,41.39931361,57,30.1,0,0,0.7,7.5,97.3,85.9,56.7,107.5,68.6,113.4,71,40.9,40.5,46.2,16.69,9.68,2.07,-1.05,2.5,5.23,16.81,19.56,4.97,1.12,-6.46,-9.29,-5.85,-5.18,3.65,6.91,21.3,66.5,66.5,66.5,66.5,66.5,66.5,24.5,14925.25,15270.25,15503.25,15202.5,15058,15084,13829.25,14026,14457.75,14565.5,14426.75,14349,1101.5,975,973.25,416.75,391,822,2005.25,2075.5,3331.5,3602,4428,2165,2688.5,2876.25,2656.5,872.75,796.25,1507.75,61.5
2006,INDIANA,NOBLE,47,-85.41859531,41.39931361,16.4,44.3,0,9.4,0,37.5,90.6,106.7,16,89,62.8,79.7,41.2,75.1,74.8,135.6,17.3,10.51,-1.45,4.88,2.18,7.69,17.35,20.25,5.91,-0.05,-7.5,-2.27,-7.18,-2.53,4.12,8.89,8,48.2,48.2,66.5,66.5,66.5,57.8,66.5,14813.25,14855,15274.75,15047,14915,14788.5,13793.5,14206.75,14455,14611.25,14430.25,14218.5,1002,1702.75,768.25,346,297,777.5,1967,2663,2435.25,4540.5,4843.25,2870.5,2570,2553.5,2185.25,940.5,762.25,1205.75,65.4
2007,INDIANA,NOBLE,47,-85.41859531,41.39931361,59.8,31.4,18.9,0,0,44.1,83.7,85.4,113.9,70.1,105.4,93.4,33.7,73.7,98.8,45.6,14.47,9.76,5.77,1.23,-4.2,10.58,13.65,24.11,3.11,0.8,-2.13,-5.98,-13,-0.51,2.28,10.22,66.2,66.5,66.5,66.5,66.5,66.5,66.5,24.5,14539.75,15113.25,15223.25,15018.25,14967,14962.5,13699.25,14168,14448,14481.5,14524.5,14292.5,1001.75,991,707.75,281.25,347,693,1962.75,2191,3133.25,4570.5,4465.75,2443,2463.5,2638,1757.25,679.25,709,1176.5,51.8
2008,INDIANA,NOBLE,47,-85.41859531,41.39931361,69.1,40,0.8,0,0,14.8,91.7,109.3,69.1,87.5,108.3,75.8,122.5,76.9,63.1,94.2,20.43,8.55,1.56,0.56,-0.42,5.32,16.46,19.4,8.66,-0.8,-5.12,-8.48,-9.38,-3.78,3.48,7,26.9,66.5,66.5,66.5,66.5,66.5,66.5,46.7,14819.5,14967.75,15248.75,15000,14926.25,14799.25,13731,14024.25,14471.5,14467.5,14419.5,14185,1104,880.75,831.75,366,297.25,729.75,1982.75,1745.75,2485.75,4287,4618.75,3317.75,2711.5,2176.25,2406.25,802.5,580,1134.75,65
2009,INDIANA,NOBLE,47,-85.41859531,41.39931361,64.4,33.1,0,0,0,53.3,80,109.9,59.5,47.6,123.1,32.2,86.3,139.4,134.4,92.9,16.63,7.66,1.29,-4.29,2.64,10.06,14.59,21.19,3.74,-1.04,-7.87,-14.1,-7.53,-2.44,3.26,8.6,31.6,43.6,43.6,43.6,43.6,66.5,66.5,44.9,14612.5,14971.75,15386,14992.5,14822.25,14737,13621.25,13982,14453.25,14432.5,14375.75,14158,1252,1065.5,878.25,479.5,235.5,489,2136.75,2045.25,2332.25,4043.75,4638.75,4196.25,2472,2631,2397,840.5,530.75,746.75,66.5
2010,INDIANA,NOBLE,47,-85.41859531,41.39931361,56.4,34.7,0,0,0,50.5,95.9,113,135.9,35.3,82.1,25.2,37.2,57.9,79.9,165,13.98,11.51,1.05,-1.85,-0.46,10.89,18.98,22.29,4.16,1.75,-5.73,-8.74,-7.35,-0.85,5.52,11.14,66.5,65.3,65.3,65.3,65.3,66.5,48.5,66.5,14813,15181.75,15026.25,14998,14923.25,14966.75,13746.75,14257.25,14451.5,14605,14533.75,14148.75,1363.75,1188,554.5,213.75,461.75,1139.75,2316.75,2468.75,3503.75,4262.5,3599.5,2417.75,2709.5,2847.75,1130,470,838,2048.75,57.6
2011,INDIANA,NOBLE,47,-85.41859531,41.39931361,26.5,42.4,0,0,0,34,70.4,95,25.3,100,33.7,33.4,83.2,82.8,153.1,149.2,18.79,11.02,-1.13,-2.94,0.56,7.04,14.27,21.1,5.39,-1.06,-7.62,-10.49,-8.34,-3.04,3.61,10.51,11.1,63.7,63.7,63.7,63.7,66.5,66.5,66.5,14570,15005,15119.5,15168.5,14943.5,14694.5,13608.75,14196.5,14591.5,14675,14525,14083,1929.25,1067.75,1061.75,345.25,276.75,607.25,2737.25,2132,2819.5,4026,4322.75,2718.5,2789.25,2831.25,1797.75,800,568.5,814.5,63.4
2012,INDIANA,NOBLE,47,-85.41859531,41.39931361,71.5,44.6,14.7,0.7,4.1,62.8,80.6,69.4,82.2,133,89,62,45.1,78.3,53.7,56.5,17.61,11.65,4.79,2.51,4.2,14.94,15.89,24.75,5,2.17,-2.03,-6.15,-4.4,3.1,2.99,11.43,50.2,66.5,66.5,66.5,66.5,66.5,36.9,21.2,14830.5,15387.25,15464.25,15275.5,15034.25,14861.75,13782.5,14282.25,14505.5,14661,14456,14148.5,1014.25,950.75,641.5,402.5,354.5,801.5,2037.5,2005.75,2606.25,3654.75,3004.5,2292,2775.5,2615,1720,861.5,710,1384.25,61.4
2013,INDIANA,NOBLE,47,-85.41859531,41.39931361,64.8,25.5,14,0,0,6.8,70.3,107.5,97.4,17.8,63.5,81.9,57,41.7,165.1,87.9,15.63,9.38,5.37,1.54,0.77,4.14,13.54,23.22,4.99,-1.51,-1.87,-7.32,-7.49,-4.31,2.26,10.75,37,28.4,66.5,66.5,66.5,66.5,66.5,42.5,14614.25,14993.75,15131.5,15086.25,14937.5,14821.75,13715.25,13998,14408.75,14466.75,14459.5,14244.75,954.25,1469.5,707,379.25,323.25,618.25,1755,2492.5,2246.5,4075,4652.75,3072.75,2382.75,3119.5,2033.25,1090.25,595.25,1057.5,68.6
2014,INDIANA,NOBLE,47,-85.41859531,41.39931361,60.4,33.8,0,0,0,1.5,92.3,113,107.6,52.2,75.8,63.2,73.1,45.8,88.7,112.7,17.46,7.21,0.65,-3.87,-3.32,3.7,15.58,21.85,5.51,-1.34,-7.11,-13.69,-12.96,-7.34,2.79,9.47,56.3,66.5,66.5,66.5,66.5,66.5,66.5,60.6,14636,15082,15151.5,14897.75,14877.25,14721,13625.25,14264.25,14439.5,14399,14534.5,14047.5,971.25,1048,767.75,278.75,350,713,1730,2101.5,2980.25,5191,5333.5,3411,2292.5,2770.25,2023,744.25,720.75,1128,81.7
2015,INDIANA,NOBLE,47,-85.41859531,41.39931361,59.9,16.9,3.5,0,0,16.5,83.9,108.3,78.1,67.7,43.7,43.5,34.5,41.5,90,118.8,16.22,5.54,3.27,-1.97,-4.9,6.26,15.94,22.97,5.18,-3.07,-3.16,-10.39,-15.3,-4.73,2.95,11.15,49.7,66.5,66.5,66.5,66.5,66.5,66.5,66.5,14870,15152.25,15150.75,15070.75,14953.5,14927.5,13698.5,13952.75,14460,14521,14468,14206.75,1295.75,1003.5,710.5,410,310,674.25,2300.25,2053,2934.25,4432.25,4636.5,3034.75,2898.5,2891.25,1793.75,773,681.25,1162.25,63.4
2016,INDIANA,NOBLE,47,-85.41859531,41.39931361,58.8,46.3,24.4,0,1.5,44.9,81.6,105.1,56.2,62.1,103.2,33.9,50.5,116.5,90.2,89.4,17.3,12.51,8.16,0.4,3.4,11.1,14.4,21.4,5.89,1.53,0.69,-7.9,-5.8,0.6,2.6,9.3,15.4,28.1,66.5,66.5,66.5,66.5,66.5,46.3,14842.5,15150.75,15230.25,14992,14887,14924.75,13815.75,14097.5,14552.5,14598.5,14491.25,14396.5,1043.5,1071.25,557,234,227.5,1855.25,2050,2125.75,2736,4891.25,3843.75,3715.75,2714.25,3135.25,1684.5,654.5,475.25,1979.5,83.8
2017,INDIANA,NOBLE,47,-85.41859531,41.39931361,64.3,38.8,0,0.6,26.9,41.4,84.9,115.7,92.7,60.1,61.6,84.7,48.2,102.5,129.6,117,19.1,12.7,0.4,2.4,8.3,7.6,17.8,20.1,7.7,2.2,-6.2,-4.6,-2.6,-2,5.9,9,55.3,66.5,66.5,66.5,66.5,66.5,66.5,62,14660.75,15044.25,15469.75,15093,14850,14983,13886.25,13944.75,14418.25,14503.5,14340,14284.5,1181.75,1107.5,793.25,546,309.75,973,2096.5,2125.5,2824.75,4410.75,4929.75,3680.75,2417,3085.25,2356.5,981.75,694,1322.5,76.7
2018,INDIANA,NOBLE,47,-85.41859531,41.39931361,65.5,35.7,0,0,1,28.3,70.6,112.6,93.8,106.8,34.8,38.8,109.8,61.9,87.8,140.9,18.8,8.7,0.4,-0.5,3.9,6.2,10.8,25,7.6,-0.3,-7.8,-9.2,-5.9,-3.6,-0.4,12.8,36.1,66.5,66.5,66.5,66.5,66.5,66.5,66.5,14595.25,15402,15296.25,14977.25,15020.25,14972.75,13444.5,14363.75,14553.25,14487.5,14500.5,14331.75,1361.25,1082.75,720.75,248,412.25,1414.75,2294.25,2155,3593.25,4631.75,4621.25,3193.75,2628.75,2930.25,2016.75,610.25,782.25,1606,72.3
2019,INDIANA,NOBLE,47,-85.41859531,41.39931361,56.2,19.2,6.6,0,0.8,28.3,74.2,87.8,102.4,90.5,82.1,52.6,53.5,86,127.5,159.3,16.5,4.6,4.5,-0.8,3.1,6.7,15.4,21.6,5.7,-1.5,-3.3,-9.5,-6.6,-4,3.3,9,66.5,66.5,66.5,66.5,66.5,66.5,66.5,66.5,14736.5,14850.5,15270,15169.25,14879.75,14743.25,13827,14143.75,14454.25,14591,14476.5,14352.75,1092.75,971.75,999.25,476,294,384.75,2058,1903.75,2188.5,3500.5,4664.75,3888,2925.25,2190.75,2935.75,1308.75,593,647.5,64
2020,INDIANA,NOBLE,47,-85.41859531,41.39931361,69.4,23,17.6,3.8,1,53.7,69.1,103.7,108.3,34.1,69,98.6,49.2,101.2,66.8,100.8,18,6.2,5.7,3.9,2.9,10,13.7,20.8,5.6,-2.9,-2.4,-4.6,-6.4,-0.9,1.6,8.4,51.6,57.4,66.5,66.5,66.5,66.5,63,55.1,14675.25,14779.75,15497.75,15062.5,14931.5,14872.25,13698.5,14006,14485,14593.5,14453.25,14108.75,1212.25,1271.25,1051.75,424.5,288,778,2132.75,2199.75,2563.25,4579,4601.5,3609.5,2591,2224.75,2781.25,1299,749,1204.25,74
2021,INDIANA,NOBLE,47,-85.41859531,41.39931361,56.7,53.2,7.3,0.7,0,62.8,78.6,102.6,58.3,60.1,46,46.5,42,67.1,63.7,85.3,16.6,12.2,4.1,2.3,-2.2,11.6,16,21.1,4.4,2.9,-3.6,-6.2,-11.5,0.7,3.9,8.7,9.4,13.3,23.6,26.9,26.9,66.5,49.6,28,14843.25,15226.5,15224.25,14987.25,15031.75,15106.25,13782.25,14029.25,14379.25,14580,14536.25,14343.5,1016.25,977.75,693.25,253.5,262.75,923,1961.75,2013.5,3228.75,4790,4354.75,2718.5,2957,2868.25,1823.25,626.5,573,1424,81.3
2003,INDIANA,OWEN,48,-86.8370578,39.31297026,63.2,36.9,8.6,0,0,50.9,84.3,100.6,92.5,55.9,84.6,34.9,95.7,67.8,78.3,159.3,17.24,9.51,4.54,-0.93,1.31,12.5,18.01,21.34,6.09,0.04,-3.36,-9.85,-7.66,-0.24,6.11,10.4,64.6,80.8,115.2,115.2,115.2,126.3,118.3,126.3,14810,14867.25,15078.75,15044,15078.5,14724,13853.5,14165.25,14439.5,14576.5,14518.25,14154,848,551.75,599.75,370.75,356.75,413,2136.75,3100.5,3822.75,4124.5,3223.5,2572.5,1741.5,1132.25,1184.75,843,761.5,784.5,75.3
2004,INDIANA,OWEN,48,-86.8370578,39.31297026,68.4,42.1,18.2,0,4.2,52.2,76.4,113.4,64,121.1,74.8,109.2,20.5,91.6,42.5,205.9,18.89,13.69,5.52,1.19,5,12.63,18.34,24.72,5.62,3.14,-2.71,-8.2,-5.53,1.82,6.12,13.4,118.7,126.3,126.3,126.3,126.3,126.3,90.4,126.3,14709.25,14824.75,14938.5,14894,14858.75,14865.5,13896.25,14318.75,14429.75,14500.75,14326.25,14225.25,765.75,643.75,390.5,306.25,312.75,370.25,2326.5,3583,3660.5,3883.25,3432,2636.25,1507,1108.75,818.5,703.25,684.25,744,51.5
